@relation 'cleaned_mobile_price-weka.filters.unsupervised.attribute.Discretize-B6-M-1.0-Rfirst,3,5,7-17-precision6'

@attribute battery_power {'\'(-inf-750.5]\'','\'(750.5-1000]\'','\'(1000-1249.5]\'','\'(1249.5-1499]\'','\'(1499-1748.5]\'','\'(1748.5-inf)\''}
@attribute blue {No,Yes}
@attribute clock_speed {'\'(-inf-0.916667]\'','\'(0.916667-1.333333]\'','\'(1.333333-1.75]\'','\'(1.75-2.166667]\'','\'(2.166667-2.583333]\'','\'(2.583333-inf)\''}
@attribute dual_sim {No,Yes}
@attribute fc {'\'(-inf-3.166667]\'','\'(3.166667-6.333333]\'','\'(6.333333-9.5]\'','\'(9.5-12.666667]\'','\'(12.666667-15.833333]\'','\'(15.833333-inf)\''}
@attribute four_g {No,Yes}
@attribute int_memory {'\'(-inf-12.333333]\'','\'(12.333333-22.666667]\'','\'(22.666667-33]\'','\'(33-43.333333]\'','\'(43.333333-53.666667]\'','\'(53.666667-inf)\''}
@attribute m_dep {'\'(-inf-0.25]\'','\'(0.25-0.4]\'','\'(0.4-0.55]\'','\'(0.55-0.7]\'','\'(0.7-0.85]\'','\'(0.85-inf)\''}
@attribute mobile_wt {'\'(-inf-100]\'','\'(100-120]\'','\'(120-140]\'','\'(140-160]\'','\'(160-180]\'','\'(180-inf)\''}
@attribute n_cores {'\'(-inf-2.166667]\'','\'(2.166667-3.333333]\'','\'(3.333333-4.5]\'','\'(4.5-5.666667]\'','\'(5.666667-6.833333]\'','\'(6.833333-inf)\''}
@attribute pc {'\'(-inf-3.333333]\'','\'(3.333333-6.666667]\'','\'(6.666667-10]\'','\'(10-13.333333]\'','\'(13.333333-16.666667]\'','\'(16.666667-inf)\''}
@attribute px_height {'\'(-inf-326.666667]\'','\'(326.666667-653.333333]\'','\'(653.333333-980]\'','\'(980-1306.666667]\'','\'(1306.666667-1633.333333]\'','\'(1633.333333-inf)\''}
@attribute px_width {'\'(-inf-749.666667]\'','\'(749.666667-999.333333]\'','\'(999.333333-1249]\'','\'(1249-1498.666667]\'','\'(1498.666667-1748.333333]\'','\'(1748.333333-inf)\''}
@attribute ram {'\'(-inf-879.666667]\'','\'(879.666667-1503.333333]\'','\'(1503.333333-2127]\'','\'(2127-2750.666667]\'','\'(2750.666667-3374.333333]\'','\'(3374.333333-inf)\''}
@attribute sc_h {'\'(-inf-7.333333]\'','\'(7.333333-9.666667]\'','\'(9.666667-12]\'','\'(12-14.333333]\'','\'(14.333333-16.666667]\'','\'(16.666667-inf)\''}
@attribute sc_w {'\'(-inf-3]\'','\'(3-6]\'','\'(6-9]\'','\'(9-12]\'','\'(12-15]\'','\'(15-inf)\''}
@attribute talk_time {'\'(-inf-5]\'','\'(5-8]\'','\'(8-11]\'','\'(11-14]\'','\'(14-17]\'','\'(17-inf)\''}
@attribute three_g {No,Yes}
@attribute touch_screen {No,Yes}
@attribute wifi {Yes,No}
@attribute price_category {No,Yes}

@data
'\'(1748.5-inf)\'',No,'\'(2.583333-inf)\'',No,'\'(-inf-3.166667]\'',No,'\'(22.666667-33]\'','\'(0.55-0.7]\'','\'(140-160]\'','\'(3.333333-4.5]\'','\'(16.666667-inf)\'','\'(326.666667-653.333333]\'','\'(-inf-749.666667]\'','\'(879.666667-1503.333333]\'','\'(16.666667-inf)\'','\'(-inf-3]\'','\'(-inf-5]\'',Yes,No,No,No
'\'(750.5-1000]\'',Yes,'\'(1.75-2.166667]\'',No,'\'(6.333333-9.5]\'',No,'\'(12.333333-22.666667]\'','\'(0.85-inf)\'','\'(180-inf)\'','\'(3.333333-4.5]\'','\'(10-13.333333]\'','\'(326.666667-653.333333]\'','\'(1249-1498.666667]\'','\'(2127-2750.666667]\'','\'(-inf-7.333333]\'','\'(-inf-3]\'','\'(-inf-5]\'',Yes,No,Yes,No
'\'(1748.5-inf)\'',No,'\'(-inf-0.916667]\'',No,'\'(12.666667-15.833333]\'',Yes,'\'(43.333333-53.666667]\'','\'(0.55-0.7]\'','\'(180-inf)\'','\'(-inf-2.166667]\'','\'(16.666667-inf)\'','\'(326.666667-653.333333]\'','\'(-inf-749.666667]\'','\'(-inf-879.666667]\'','\'(12-14.333333]\'','\'(6-9]\'','\'(-inf-5]\'',Yes,No,Yes,No
'\'(750.5-1000]\'',No,'\'(0.916667-1.333333]\'',No,'\'(-inf-3.166667]\'',No,'\'(43.333333-53.666667]\'','\'(0.55-0.7]\'','\'(140-160]\'','\'(-inf-2.166667]\'','\'(13.333333-16.666667]\'','\'(653.333333-980]\'','\'(1748.333333-inf)\'','\'(-inf-879.666667]\'','\'(16.666667-inf)\'','\'(12-15]\'','\'(8-11]\'',Yes,Yes,Yes,No
'\'(750.5-1000]\'',No,'\'(-inf-0.916667]\'',No,'\'(-inf-3.166667]\'',Yes,'\'(12.333333-22.666667]\'','\'(-inf-0.25]\'','\'(180-inf)\'','\'(6.833333-inf)\'','\'(3.333333-6.666667]\'','\'(980-1306.666667]\'','\'(1748.333333-inf)\'','\'(3374.333333-inf)\'','\'(9.666667-12]\'','\'(6-9]\'','\'(17-inf)\'',Yes,No,Yes,Yes
'\'(-inf-750.5]\'',No,'\'(-inf-0.916667]\'',Yes,'\'(6.333333-9.5]\'',Yes,'\'(22.666667-33]\'','\'(-inf-0.25]\'','\'(120-140]\'','\'(2.166667-3.333333]\'','\'(16.666667-inf)\'','\'(326.666667-653.333333]\'','\'(749.666667-999.333333]\'','\'(3374.333333-inf)\'','\'(9.666667-12]\'','\'(-inf-3]\'','\'(17-inf)\'',Yes,Yes,No,Yes
'\'(1000-1249.5]\'',Yes,'\'(-inf-0.916667]\'',Yes,'\'(9.5-12.666667]\'',No,'\'(43.333333-53.666667]\'','\'(0.55-0.7]\'','\'(100-120]\'','\'(4.5-5.666667]\'','\'(16.666667-inf)\'','\'(653.333333-980]\'','\'(749.666667-999.333333]\'','\'(1503.333333-2127]\'','\'(16.666667-inf)\'','\'(12-15]\'','\'(14-17]\'',Yes,Yes,No,No
'\'(-inf-750.5]\'',Yes,'\'(-inf-0.916667]\'',No,'\'(3.166667-6.333333]\'',No,'\'(12.333333-22.666667]\'','\'(0.85-inf)\'','\'(120-140]\'','\'(3.333333-4.5]\'','\'(10-13.333333]\'','\'(653.333333-980]\'','\'(999.333333-1249]\'','\'(2127-2750.666667]\'','\'(9.666667-12]\'','\'(-inf-3]\'','\'(17-inf)\'',No,Yes,Yes,No
'\'(750.5-1000]\'',No,'\'(0.916667-1.333333]\'',Yes,'\'(9.5-12.666667]\'',No,'\'(33-43.333333]\'','\'(0.7-0.85]\'','\'(-inf-100]\'','\'(6.833333-inf)\'','\'(13.333333-16.666667]\'','\'(1306.666667-1633.333333]\'','\'(1748.333333-inf)\'','\'(2750.666667-3374.333333]\'','\'(16.666667-inf)\'','\'(12-15]\'','\'(-inf-5]\'',Yes,Yes,No,Yes
'\'(1499-1748.5]\'',Yes,'\'(1.75-2.166667]\'',No,'\'(-inf-3.166667]\'',No,'\'(12.333333-22.666667]\'','\'(0.85-inf)\'','\'(140-160]\'','\'(-inf-2.166667]\'','\'(-inf-3.333333]\'','\'(653.333333-980]\'','\'(1249-1498.666667]\'','\'(2750.666667-3374.333333]\'','\'(16.666667-inf)\'','\'(-inf-3]\'','\'(14-17]\'',Yes,No,No,Yes
'\'(1748.5-inf)\'',No,'\'(2.583333-inf)\'',Yes,'\'(3.166667-6.333333]\'',No,'\'(43.333333-53.666667]\'','\'(0.25-0.4]\'','\'(180-inf)\'','\'(3.333333-4.5]\'','\'(6.666667-10]\'','\'(326.666667-653.333333]\'','\'(749.666667-999.333333]\'','\'(879.666667-1503.333333]\'','\'(9.666667-12]\'','\'(3-6]\'','\'(17-inf)\'',No,No,Yes,No
'\'(1499-1748.5]\'',Yes,'\'(2.583333-inf)\'',Yes,'\'(3.166667-6.333333]\'',Yes,'\'(33-43.333333]\'','\'(0.55-0.7]\'','\'(100-120]\'','\'(2.166667-3.333333]\'','\'(16.666667-inf)\'','\'(326.666667-653.333333]\'','\'(749.666667-999.333333]\'','\'(879.666667-1503.333333]\'','\'(7.333333-9.666667]\'','\'(6-9]\'','\'(17-inf)\'',Yes,No,No,No
'\'(-inf-750.5]\'',No,'\'(0.916667-1.333333]\'',Yes,'\'(3.166667-6.333333]\'',Yes,'\'(-inf-12.333333]\'','\'(0.25-0.4]\'','\'(100-120]\'','\'(2.166667-3.333333]\'','\'(10-13.333333]\'','\'(-inf-326.666667]\'','\'(999.333333-1249]\'','\'(2127-2750.666667]\'','\'(9.666667-12]\'','\'(-inf-3]\'','\'(11-14]\'',Yes,No,No,No
'\'(750.5-1000]\'',Yes,'\'(1.333333-1.75]\'',Yes,'\'(-inf-3.166667]\'',Yes,'\'(53.666667-inf)\'','\'(0.55-0.7]\'','\'(100-120]\'','\'(6.833333-inf)\'','\'(-inf-3.333333]\'','\'(-inf-326.666667]\'','\'(1249-1498.666667]\'','\'(2750.666667-3374.333333]\'','\'(16.666667-inf)\'','\'(6-9]\'','\'(5-8]\'',Yes,Yes,Yes,No
'\'(-inf-750.5]\'',Yes,'\'(1.333333-1.75]\'',Yes,'\'(6.333333-9.5]\'',Yes,'\'(43.333333-53.666667]\'','\'(0.25-0.4]\'','\'(120-140]\'','\'(3.333333-4.5]\'','\'(16.666667-inf)\'','\'(326.666667-653.333333]\'','\'(-inf-749.666667]\'','\'(3374.333333-inf)\'','\'(14.333333-16.666667]\'','\'(-inf-3]\'','\'(-inf-5]\'',Yes,No,Yes,Yes
'\'(750.5-1000]\'',No,'\'(-inf-0.916667]\'',No,'\'(-inf-3.166667]\'',Yes,'\'(33-43.333333]\'','\'(0.85-inf)\'','\'(140-160]\'','\'(6.833333-inf)\'','\'(3.333333-6.666667]\'','\'(326.666667-653.333333]\'','\'(999.333333-1249]\'','\'(2750.666667-3374.333333]\'','\'(16.666667-inf)\'','\'(6-9]\'','\'(11-14]\'',Yes,Yes,No,Yes
'\'(1249.5-1499]\'',No,'\'(1.333333-1.75]\'',Yes,'\'(9.5-12.666667]\'',Yes,'\'(43.333333-53.666667]\'','\'(0.25-0.4]\'','\'(-inf-100]\'','\'(-inf-2.166667]\'','\'(16.666667-inf)\'','\'(-inf-326.666667]\'','\'(1249-1498.666667]\'','\'(2127-2750.666667]\'','\'(9.666667-12]\'','\'(-inf-3]\'','\'(8-11]\'',Yes,Yes,Yes,No
'\'(750.5-1000]\'',No,'\'(-inf-0.916667]\'',No,'\'(-inf-3.166667]\'',No,'\'(12.333333-22.666667]\'','\'(0.25-0.4]\'','\'(180-inf)\'','\'(4.5-5.666667]\'','\'(6.666667-10]\'','\'(980-1306.666667]\'','\'(1249-1498.666667]\'','\'(-inf-879.666667]\'','\'(9.666667-12]\'','\'(6-9]\'','\'(8-11]\'',Yes,No,Yes,No
'\'(1499-1748.5]\'',Yes,'\'(-inf-0.916667]\'',Yes,'\'(-inf-3.166667]\'',No,'\'(-inf-12.333333]\'','\'(-inf-0.25]\'','\'(-inf-100]\'','\'(6.833333-inf)\'','\'(6.666667-10]\'','\'(1306.666667-1633.333333]\'','\'(1498.666667-1748.333333]\'','\'(3374.333333-inf)\'','\'(16.666667-inf)\'','\'(9-12]\'','\'(11-14]\'',No,No,Yes,Yes
'\'(1499-1748.5]\'',Yes,'\'(-inf-0.916667]\'',No,'\'(15.833333-inf)\'',No,'\'(22.666667-33]\'','\'(0.85-inf)\'','\'(140-160]\'','\'(6.833333-inf)\'','\'(16.666667-inf)\'','\'(326.666667-653.333333]\'','\'(-inf-749.666667]\'','\'(-inf-879.666667]\'','\'(-inf-7.333333]\'','\'(-inf-3]\'','\'(5-8]\'',Yes,Yes,Yes,No
'\'(1249.5-1499]\'',Yes,'\'(-inf-0.916667]\'',No,'\'(-inf-3.166667]\'',Yes,'\'(33-43.333333]\'','\'(0.85-inf)\'','\'(100-120]\'','\'(-inf-2.166667]\'','\'(16.666667-inf)\'','\'(-inf-326.666667]\'','\'(999.333333-1249]\'','\'(2127-2750.666667]\'','\'(16.666667-inf)\'','\'(3-6]\'','\'(-inf-5]\'',Yes,Yes,Yes,No
'\'(1249.5-1499]\'',Yes,'\'(2.166667-2.583333]\'',Yes,'\'(-inf-3.166667]\'',Yes,'\'(43.333333-53.666667]\'','\'(0.55-0.7]\'','\'(-inf-100]\'','\'(3.333333-4.5]\'','\'(-inf-3.333333]\'','\'(-inf-326.666667]\'','\'(1748.333333-inf)\'','\'(3374.333333-inf)\'','\'(-inf-7.333333]\'','\'(-inf-3]\'','\'(11-14]\'',Yes,Yes,No,Yes
'\'(-inf-750.5]\'',Yes,'\'(2.583333-inf)\'',No,'\'(-inf-3.166667]\'',No,'\'(12.333333-22.666667]\'','\'(0.55-0.7]\'','\'(140-160]\'','\'(6.833333-inf)\'','\'(-inf-3.333333]\'','\'(-inf-326.666667]\'','\'(749.666667-999.333333]\'','\'(879.666667-1503.333333]\'','\'(9.666667-12]\'','\'(-inf-3]\'','\'(14-17]\'',Yes,No,No,No
'\'(-inf-750.5]\'',No,'\'(0.916667-1.333333]\'',Yes,'\'(15.833333-inf)\'',No,'\'(53.666667-inf)\'','\'(0.25-0.4]\'','\'(140-160]\'','\'(6.833333-inf)\'','\'(16.666667-inf)\'','\'(980-1306.666667]\'','\'(999.333333-1249]\'','\'(879.666667-1503.333333]\'','\'(9.666667-12]\'','\'(3-6]\'','\'(14-17]\'',Yes,No,No,No
'\'(-inf-750.5]\'',Yes,'\'(2.166667-2.583333]\'',Yes,'\'(-inf-3.166667]\'',No,'\'(53.666667-inf)\'','\'(0.55-0.7]\'','\'(140-160]\'','\'(3.333333-4.5]\'','\'(6.666667-10]\'','\'(326.666667-653.333333]\'','\'(749.666667-999.333333]\'','\'(1503.333333-2127]\'','\'(12-14.333333]\'','\'(6-9]\'','\'(-inf-5]\'',Yes,No,Yes,No
'\'(1499-1748.5]\'',Yes,'\'(1.333333-1.75]\'',Yes,'\'(3.166667-6.333333]\'',Yes,'\'(-inf-12.333333]\'','\'(0.4-0.55]\'','\'(100-120]\'','\'(-inf-2.166667]\'','\'(16.666667-inf)\'','\'(326.666667-653.333333]\'','\'(1249-1498.666667]\'','\'(3374.333333-inf)\'','\'(-inf-7.333333]\'','\'(3-6]\'','\'(-inf-5]\'',Yes,Yes,No,Yes
'\'(750.5-1000]\'',No,'\'(1.75-2.166667]\'',Yes,'\'(15.833333-inf)\'',Yes,'\'(-inf-12.333333]\'','\'(0.25-0.4]\'','\'(-inf-100]\'','\'(5.666667-6.833333]\'','\'(16.666667-inf)\'','\'(326.666667-653.333333]\'','\'(-inf-749.666667]\'','\'(2750.666667-3374.333333]\'','\'(-inf-7.333333]\'','\'(-inf-3]\'','\'(-inf-5]\'',Yes,No,Yes,No
'\'(-inf-750.5]\'',No,'\'(-inf-0.916667]\'',Yes,'\'(12.666667-15.833333]\'',No,'\'(43.333333-53.666667]\'','\'(0.25-0.4]\'','\'(140-160]\'','\'(-inf-2.166667]\'','\'(16.666667-inf)\'','\'(1306.666667-1633.333333]\'','\'(1498.666667-1748.333333]\'','\'(2127-2750.666667]\'','\'(16.666667-inf)\'','\'(9-12]\'','\'(8-11]\'',Yes,Yes,No,No
'\'(1249.5-1499]\'',No,'\'(2.583333-inf)\'',No,'\'(3.166667-6.333333]\'',No,'\'(43.333333-53.666667]\'','\'(0.55-0.7]\'','\'(120-140]\'','\'(-inf-2.166667]\'','\'(13.333333-16.666667]\'','\'(326.666667-653.333333]\'','\'(749.666667-999.333333]\'','\'(2127-2750.666667]\'','\'(16.666667-inf)\'','\'(-inf-3]\'','\'(8-11]\'',Yes,No,Yes,No
'\'(1499-1748.5]\'',Yes,'\'(2.166667-2.583333]\'',No,'\'(6.333333-9.5]\'',Yes,'\'(33-43.333333]\'','\'(-inf-0.25]\'','\'(180-inf)\'','\'(-inf-2.166667]\'','\'(6.666667-10]\'','\'(1633.333333-inf)\'','\'(1748.333333-inf)\'','\'(2750.666667-3374.333333]\'','\'(16.666667-inf)\'','\'(9-12]\'','\'(17-inf)\'',Yes,Yes,No,Yes
'\'(1249.5-1499]\'',Yes,'\'(-inf-0.916667]\'',Yes,'\'(3.166667-6.333333]\'',Yes,'\'(-inf-12.333333]\'','\'(-inf-0.25]\'','\'(140-160]\'','\'(-inf-2.166667]\'','\'(16.666667-inf)\'','\'(653.333333-980]\'','\'(-inf-749.666667]\'','\'(1503.333333-2127]\'','\'(14.333333-16.666667]\'','\'(-inf-3]\'','\'(-inf-5]\'',Yes,Yes,No,No
'\'(1499-1748.5]\'',No,'\'(0.916667-1.333333]\'',No,'\'(3.166667-6.333333]\'',Yes,'\'(33-43.333333]\'','\'(-inf-0.25]\'','\'(160-180]\'','\'(2.166667-3.333333]\'','\'(6.666667-10]\'','\'(653.333333-980]\'','\'(1249-1498.666667]\'','\'(1503.333333-2127]\'','\'(14.333333-16.666667]\'','\'(9-12]\'','\'(11-14]\'',Yes,Yes,No,No
'\'(1000-1249.5]\'',Yes,'\'(2.583333-inf)\'',No,'\'(-inf-3.166667]\'',Yes,'\'(12.333333-22.666667]\'','\'(0.7-0.85]\'','\'(100-120]\'','\'(-inf-2.166667]\'','\'(13.333333-16.666667]\'','\'(1306.666667-1633.333333]\'','\'(1498.666667-1748.333333]\'','\'(-inf-879.666667]\'','\'(7.333333-9.666667]\'','\'(-inf-3]\'','\'(11-14]\'',Yes,Yes,No,No
'\'(1499-1748.5]\'',No,'\'(2.583333-inf)\'',No,'\'(-inf-3.166667]\'',No,'\'(22.666667-33]\'','\'(-inf-0.25]\'','\'(100-120]\'','\'(2.166667-3.333333]\'','\'(-inf-3.333333]\'','\'(-inf-326.666667]\'','\'(1748.333333-inf)\'','\'(879.666667-1503.333333]\'','\'(7.333333-9.666667]\'','\'(-inf-3]\'','\'(17-inf)\'',No,Yes,Yes,No
'\'(1499-1748.5]\'',Yes,'\'(0.916667-1.333333]\'',Yes,'\'(-inf-3.166667]\'',No,'\'(33-43.333333]\'','\'(0.85-inf)\'','\'(160-180]\'','\'(6.833333-inf)\'','\'(13.333333-16.666667]\'','\'(-inf-326.666667]\'','\'(1748.333333-inf)\'','\'(3374.333333-inf)\'','\'(9.666667-12]\'','\'(3-6]\'','\'(-inf-5]\'',Yes,No,No,Yes
'\'(1000-1249.5]\'',Yes,'\'(1.75-2.166667]\'',Yes,'\'(-inf-3.166667]\'',Yes,'\'(33-43.333333]\'','\'(0.7-0.85]\'','\'(180-inf)\'','\'(6.833333-inf)\'','\'(6.666667-10]\'','\'(-inf-326.666667]\'','\'(749.666667-999.333333]\'','\'(2127-2750.666667]\'','\'(14.333333-16.666667]\'','\'(9-12]\'','\'(11-14]\'',Yes,No,Yes,No
'\'(-inf-750.5]\'',Yes,'\'(2.583333-inf)\'',Yes,'\'(-inf-3.166667]\'',Yes,'\'(53.666667-inf)\'','\'(-inf-0.25]\'','\'(160-180]\'','\'(6.833333-inf)\'','\'(6.666667-10]\'','\'(980-1306.666667]\'','\'(1249-1498.666667]\'','\'(879.666667-1503.333333]\'','\'(14.333333-16.666667]\'','\'(-inf-3]\'','\'(-inf-5]\'',Yes,No,Yes,No
'\'(-inf-750.5]\'',No,'\'(1.75-2.166667]\'',Yes,'\'(6.333333-9.5]\'',No,'\'(53.666667-inf)\'','\'(0.7-0.85]\'','\'(100-120]\'','\'(6.833333-inf)\'','\'(13.333333-16.666667]\'','\'(653.333333-980]\'','\'(1748.333333-inf)\'','\'(2750.666667-3374.333333]\'','\'(14.333333-16.666667]\'','\'(12-15]\'','\'(8-11]\'',No,No,No,Yes
